uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university,summary_row,course_row
NTU,College of Engineering,Materials Engineering,2016,201.0,3.51,68.75,81.3,73.5,3197.0,3200.0,3317.0,3300.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2017,195.0,3.49,70.0,84.9,75.6,3288.0,3200.0,3434.0,3375.0,3200.0,3700.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2018,203.0,3.46,72.5,86.5,81.9,3457.0,3400.0,3650.0,3500.0,3200.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2019,211.0,3.38,68.75,82.0,76.0,3601.0,3500.0,3817.0,3600.0,3300.0,4175.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2020,215.0,3.36,65.0,91.5,69.0,3613.0,3600.0,3755.0,3700.0,3500.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2021,170.0,3.39,70.0,96.3,83.0,3701.0,3600.0,3801.0,3650.0,3500.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2022,166.0,3.41,70.0,94.9,92.6,4300.0,4300.0,4522.0,4500.0,3800.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2023,157.0,3.35,67.5,83.1,77.9,4216.0,4200.0,4351.0,4200.0,3900.0,4645.0,Nanyang Technological University,0,1
NTU,College of Engineering,Materials Engineering,2024,165.0,3.38,67.5,75.9,70.4,4263.0,4200.0,4391.0,4329.0,4000.0,4900.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2013,540.0,3.47,65.0,91.6,89.5,3125.0,3000.0,3226.0,3100.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2014,553.0,3.5,73.75,90.2,87.8,3161.0,3000.0,3289.0,3100.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2015,489.0,3.46,66.25,88.0,80.7,3248.0,3200.0,3388.0,3250.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2016,485.0,3.44,70.0,86.0,79.9,3417.0,3300.0,3505.0,3350.0,3050.0,3959.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2017,530.0,3.63,70.0,82.7,74.9,3422.0,3300.0,3579.0,3450.0,3100.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2018,532.0,3.61,70.0,85.6,81.1,3448.0,3500.0,3653.0,3500.0,3200.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2019,540.0,3.4,68.75,84.5,82.1,3608.0,3500.0,3728.0,3600.0,3380.0,4005.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2020,549.0,3.44,66.25,91.7,67.5,3861.0,3700.0,3977.0,3850.0,3500.0,4432.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2021,492.0,3.49,67.5,94.0,86.1,3845.0,3700.0,4006.0,3800.0,3570.0,4400.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2022,520.0,3.37,63.75,95.0,91.3,4381.0,4200.0,4537.0,4500.0,3944.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2023,448.0,3.39,62.5,85.0,82.5,4379.0,4250.0,4481.0,4400.0,4000.0,4864.0,Nanyang Technological University,0,1
NTU,College of Engineering,Mechanical Engineering,2024,448.0,3.47,62.5,87.8,83.9,4531.0,4400.0,4675.0,4495.0,4100.0,5000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2013,92.0,3.7,75.0,95.6,93.3,3050.0,3000.0,3111.0,3000.0,2850.0,3200.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2014,84.0,3.68,73.75,92.5,92.5,3163.0,3050.0,3206.0,3050.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2015,84.0,3.69,73.75,95.0,95.0,3249.0,3200.0,3271.0,3200.0,3000.0,3300.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2016,84.0,3.78,72.5,94.2,88.5,3305.0,3300.0,3328.0,3398.0,3083.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2017,83.0,3.68,72.5,92.2,92.2,3279.0,3200.0,3333.0,3320.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2018,87.0,3.69,71.25,93.3,90.0,3351.0,3300.0,3409.0,3350.0,3000.0,3640.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2019,86.0,3.54,70.0,98.3,93.2,3512.0,3400.0,3669.0,3500.0,3300.0,3700.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2020,87.0,3.5,65.0,90.8,78.5,3608.0,3500.0,3646.0,3500.0,3300.0,3875.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2021,112.0,3.5,68.75,98.4,95.2,3697.0,3500.0,3763.0,3500.0,3500.0,4000.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2022,129.0,3.5,68.75,96.7,95.1,3842.0,3740.0,3860.0,3740.0,3500.0,4060.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2023,145.0,3.51,68.75,93.8,92.3,4223.0,4200.0,4302.0,4200.0,4000.0,4500.0,Nanyang Technological University,0,1
NTU,College of Engineering,Maritime Studies,2024,139.0,3.51,68.75,94.3,88.7,4208.0,4000.0,4264.0,4100.0,3800.0,4550.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2013,190.0,3.16,62.5,81.6,61.4,2639.0,2500.0,2638.0,2500.0,2300.0,2900.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2014,167.0,3.32,62.5,80.0,68.0,2761.0,2600.0,2791.0,2700.0,2300.0,3000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2015,169.0,3.23,65.0,79.3,56.9,3284.0,2800.0,3457.0,2800.0,2200.0,3000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2016,168.0,3.23,65.0,79.7,46.6,2718.0,2700.0,2761.0,2700.0,2500.0,3000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2017,172.0,3.28,63.75,88.5,54.0,2862.0,2800.0,2909.0,2800.0,2500.0,3200.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2018,157.0,3.26,65.0,85.7,53.8,2930.0,2800.0,2986.0,3000.0,2600.0,3300.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2019,145.0,3.3,65.0,83.6,50.9,3031.0,3000.0,3068.0,3000.0,2800.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2020,139.0,3.33,67.5,90.4,35.7,2858.0,2800.0,2925.0,2800.0,2500.0,3300.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2021,124.0,3.36,71.25,86.2,46.6,3146.0,3000.0,3182.0,3000.0,2650.0,3675.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2022,127.0,3.38,70.0,89.5,63.2,3303.0,3200.0,3372.0,3200.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2023,127.0,3.41,72.5,80.6,52.4,3471.0,3498.0,3515.0,3498.0,3000.0,3755.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2024,127.0,3.43,70.0,78.2,47.1,3538.0,3500.0,3606.0,3500.0,3075.0,4000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2013,96.0,3.43,70.0,85.1,80.5,2818.0,2800.0,2924.0,3000.0,2600.0,3300.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2014,95.0,3.48,70.0,86.8,75.8,2927.0,3000.0,3006.0,3000.0,2700.0,3300.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2015,111.0,3.37,68.75,81.8,76.6,2978.0,3000.0,3045.0,3200.0,2800.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2016,99.0,3.46,70.0,91.1,74.7,3239.0,3300.0,3345.0,3300.0,3050.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2017,92.0,3.44,70.0,84.6,67.7,3119.0,3300.0,3147.0,3300.0,2750.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2018,88.0,3.44,70.0,86.4,76.3,3149.0,3150.0,3260.0,3500.0,3000.0,3518.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2019,73.0,3.41,72.5,90.1,79.0,3158.0,3150.0,3260.0,3210.0,2980.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2020,94.0,3.29,67.5,83.8,63.5,3251.0,3350.0,3310.0,3500.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2021,71.0,3.49,70.0,87.0,72.5,3376.0,3250.0,3483.0,3300.0,3053.0,3650.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2022,75.0,3.42,71.25,91.8,70.5,3408.0,3300.0,3566.0,3600.0,3060.0,4015.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2023,75.0,3.41,71.25,83.6,70.9,3927.0,4015.0,4007.0,4090.0,3450.0,4530.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2024,74.0,3.38,72.5,75.9,60.3,3780.0,3700.0,3972.0,4020.0,3500.0,4400.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2013,186.0,3.68,75.0,89.4,79.6,2893.0,2930.0,2956.0,3000.0,2700.0,3250.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2014,185.0,3.79,76.25,86.7,77.9,2891.0,2800.0,2976.0,3000.0,2600.0,3294.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2015,221.0,3.74,76.25,85.1,74.4,2921.0,2900.0,3008.0,3000.0,2600.0,3330.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2016,190.0,3.71,77.5,87.7,69.6,2938.0,2900.0,2996.0,3000.0,2575.0,3365.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2017,189.0,3.72,78.75,92.6,62.2,3134.0,3000.0,3184.0,3000.0,2775.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2018,188.0,,81.25,95.0,84.2,3085.0,3000.0,3166.0,3000.0,2750.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2019,168.0,3.68,83.75,90.4,69.4,3220.0,3200.0,3264.0,3200.0,2800.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2020,170.0,3.68,80.0,94.9,66.7,3378.0,3300.0,3440.0,3340.0,3000.0,3800.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2021,176.0,3.71,81.25,96.9,80.8,3463.0,3375.0,3548.0,3500.0,3000.0,3943.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2022,159.0,3.71,81.25,94.2,79.7,3674.0,3500.0,3739.0,3500.0,3200.0,4200.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2023,155.0,3.7,78.75,88.7,77.4,3625.0,3600.0,3719.0,3675.0,3350.0,4000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2024,167.0,3.7,77.5,90.6,70.3,3967.0,3800.0,4059.0,3880.0,3500.0,4400.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2013,134.0,3.6,75.0,89.9,83.5,3085.0,3000.0,3148.0,3000.0,2800.0,3545.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2014,117.0,3.71,75.0,88.7,78.4,3183.0,3075.0,3222.0,3200.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2015,147.0,3.63,75.0,87.4,75.9,3322.0,3200.0,3496.0,3300.0,3000.0,3800.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2016,115.0,3.69,75.0,91.3,79.3,3385.0,3300.0,3440.0,3300.0,3000.0,3850.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2017,117.0,3.61,75.0,84.7,75.5,3286.0,3200.0,3379.0,3240.0,3000.0,3720.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2018,103.0,3.57,75.0,90.1,84.0,3604.0,3500.0,3755.0,3536.0,3200.0,3959.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2019,163.0,3.51,73.75,88.2,79.8,3385.0,3300.0,3453.0,3400.0,3050.0,3600.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2020,112.0,3.54,71.25,91.8,63.5,3756.0,3700.0,3926.0,3797.0,3400.0,4050.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2021,100.0,3.63,77.5,93.5,88.3,3658.0,3500.0,3720.0,3650.0,3300.0,4000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2022,112.0,3.57,72.5,88.7,81.7,4187.0,4000.0,4270.0,4000.0,3600.0,4550.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2023,92.0,3.63,73.75,80.6,70.9,4411.0,4150.0,4561.0,4314.0,4000.0,4975.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Economics,2024,122.0,3.55,73.75,88.2,79.4,4580.0,4300.0,4683.0,4325.0,4000.0,5000.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2013,104.0,3.38,70.0,82.7,67.3,3087.0,3000.0,3179.0,3100.0,2800.0,3400.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2014,89.0,3.34,71.25,87.0,63.0,3137.0,3000.0,3432.0,3100.0,2800.0,3990.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2015,104.0,3.32,70.0,88.0,74.0,3238.0,3000.0,3322.0,3314.0,2604.0,3743.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2016,123.0,3.35,70.0,75.0,54.2,2974.0,3000.0,2997.0,3000.0,2700.0,3400.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2017,99.0,3.33,72.5,77.8,50.8,3042.0,3000.0,3149.0,3000.0,2800.0,3300.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2018,109.0,3.39,72.5,81.6,59.2,3051.0,3000.0,3124.0,3000.0,2600.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2019,90.0,3.39,72.5,83.8,64.9,2987.0,3000.0,2997.0,3000.0,2565.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2020,109.0,3.24,68.75,90.9,43.2,3507.0,3450.0,3561.0,3450.0,3128.0,3900.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2021,102.0,3.35,71.25,95.5,64.2,3254.0,3300.0,3354.0,3500.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2022,97.0,3.34,73.75,94.9,77.2,3574.0,3500.0,3699.0,3748.0,3200.0,4200.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2023,69.0,3.35,73.75,83.3,63.0,3698.0,3500.0,3803.0,3775.0,3300.0,4180.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",English,2024,69.0,3.36,73.75,86.3,54.8,3895.0,3750.0,3926.0,3775.0,3500.0,4300.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2013,63.0,,72.5,90.6,81.3,2691.0,2600.0,2725.0,2625.0,2475.0,3018.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2014,74.0,3.49,72.5,85.7,66.7,3066.0,3000.0,3148.0,3230.0,2800.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2015,104.0,3.44,73.75,88.4,55.8,3475.0,3000.0,3753.0,3000.0,2800.0,3600.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2016,79.0,3.53,72.5,81.8,61.8,3283.0,3315.0,3368.0,3365.0,2960.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2017,79.0,3.53,73.75,80.0,60.0,3042.0,3000.0,3117.0,3100.0,2600.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2018,80.0,3.52,75.0,79.2,45.8,3074.0,3200.0,3091.0,3200.0,2900.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2019,82.0,3.38,71.25,81.7,65.0,3265.0,3160.0,3365.0,3200.0,3000.0,3740.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2020,89.0,3.23,71.25,96.6,63.8,3371.0,3300.0,3472.0,3350.0,3000.0,3900.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2021,92.0,3.46,71.25,87.2,70.2,3351.0,3300.0,3398.0,3300.0,3000.0,3850.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2022,70.0,3.5,75.0,94.1,72.5,3452.0,3400.0,3513.0,3500.0,3150.0,3810.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2023,63.0,3.45,75.0,80.4,56.9,3803.0,3800.0,3899.0,3950.0,3500.0,4238.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Linguistics and Multilingual Studies,2024,80.0,3.41,72.5,85.2,62.3,3896.0,3700.0,3952.0,3850.0,3600.0,4050.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2013,178.0,3.69,73.75,82.4,71.8,3007.0,3000.0,3061.0,3000.0,2750.0,3255.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2014,119.0,3.81,75.0,66.7,54.9,3197.0,3100.0,3228.0,3100.0,2800.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2015,133.0,3.71,76.25,73.3,52.0,3099.0,3121.0,3264.0,3200.0,2800.0,3562.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2016,127.0,3.69,76.25,82.1,66.7,3083.0,3100.0,3136.0,3200.0,2800.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2017,111.0,3.74,77.5,78.9,59.2,3107.0,3107.0,3151.0,3200.0,2890.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2018,117.0,3.68,77.5,90.1,78.0,3316.0,3300.0,3355.0,3370.0,3000.0,3684.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2019,134.0,3.67,75.0,89.2,73.1,3463.0,3350.0,3506.0,3400.0,3100.0,3800.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2020,134.0,3.52,77.5,83.8,53.5,3315.0,3200.0,3433.0,3300.0,3100.0,3650.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2021,147.0,3.72,78.75,91.8,71.8,3342.0,3300.0,3362.0,3350.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2022,113.0,3.73,78.75,79.8,69.7,3688.0,3635.0,3743.0,3668.0,3300.0,4015.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2023,137.0,3.75,77.5,83.2,68.4,3882.0,3800.0,3913.0,4000.0,3550.0,4268.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Psychology,2024,111.0,3.7,78.75,86.7,68.9,3984.0,4000.0,4244.0,4174.0,3760.0,4650.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2013,139.0,3.5,72.5,74.4,55.8,2980.0,3000.0,3082.0,3100.0,2800.0,3310.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2014,128.0,3.47,72.5,73.2,67.9,3002.0,3000.0,3143.0,3100.0,2800.0,3260.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2015,170.0,3.58,71.25,85.7,79.4,3260.0,3000.0,3402.0,3125.0,2700.0,3600.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2016,86.0,3.64,73.75,86.1,63.9,3279.0,3300.0,3480.0,3500.0,3000.0,3850.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2017,98.0,3.58,73.75,77.6,62.1,3263.0,3200.0,3309.0,3228.0,2970.0,3500.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2018,116.0,3.56,72.5,80.2,60.4,3275.0,3175.0,3374.0,3220.0,3000.0,3841.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2019,139.0,3.47,72.5,86.9,70.5,3305.0,3200.0,3441.0,3300.0,3040.0,3600.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2020,100.0,3.56,72.5,95.4,66.2,3529.0,3500.0,3598.0,3600.0,3300.0,3800.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2021,88.0,3.62,75.0,91.3,69.6,3509.0,3475.0,3567.0,3500.0,3200.0,3940.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2022,99.0,3.61,72.5,92.9,87.1,3816.0,3789.0,3904.0,3800.0,3450.0,4200.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2023,86.0,3.59,71.25,86.4,74.1,3849.0,3800.0,3994.0,4008.0,3540.0,4400.0,Nanyang Technological University,0,1
NTU,"College of Humanities, Arts and Social Sciences",Sociology,2024,93.0,3.59,72.5,88.2,69.1,3879.0,4000.0,4055.0,4000.0,3600.0,4500.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2013,351.0,3.37,73.75,78.6,68.1,2881.0,2900.0,3002.0,3000.0,2700.0,3250.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2014,314.0,3.58,72.5,75.1,60.8,3083.0,3000.0,3174.0,3000.0,2800.0,3400.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2015,305.0,3.54,73.75,74.6,65.3,3117.0,3000.0,3229.0,3190.0,2875.0,3600.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2016,250.0,3.68,75.0,80.5,64.0,3132.0,3100.0,3222.0,3175.0,3000.0,3550.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2017,252.0,3.78,77.5,80.4,62.6,3177.0,3100.0,3255.0,3200.0,3000.0,3500.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2018,209.0,3.79,81.25,80.1,67.0,3232.0,3200.0,3319.0,3250.0,3035.0,3650.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2019,263.0,3.71,81.25,81.6,66.3,3315.0,3300.0,3450.0,3300.0,3100.0,3600.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2020,208.0,3.7,82.5,88.9,56.7,3319.0,3300.0,3401.0,3325.0,3200.0,3650.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2021,219.0,3.67,81.25,96.8,81.7,3470.0,3400.0,3569.0,3500.0,3260.0,3800.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2022,236.0,3.71,80.0,93.9,83.2,3688.0,3600.0,3808.0,3600.0,3400.0,4100.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2023,220.0,3.73,78.75,88.1,83.9,3963.0,3850.0,4116.0,3980.0,3575.0,4300.0,Nanyang Technological University,0,1
NTU,College of Science,Biological Sciences,2024,232.0,3.66,77.5,77.8,67.6,3958.0,3900.0,4089.0,4000.0,3800.0,4300.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2013,297.0,3.27,68.75,79.8,68.9,2993.0,3000.0,3083.0,3100.0,2800.0,3400.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2014,255.0,3.57,70.0,80.5,68.3,3006.0,3000.0,3321.0,3100.0,2800.0,3400.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2015,236.0,3.46,71.25,83.9,72.3,2960.0,2900.0,3139.0,3000.0,2800.0,3500.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2016,244.0,3.5,70.0,80.6,64.2,3119.0,3000.0,3234.0,3149.0,2925.0,3500.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2017,198.0,3.58,73.75,70.1,51.1,3035.0,3000.0,3173.0,3100.0,2800.0,3488.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2018,205.0,3.66,75.0,77.6,63.9,3205.0,3167.0,3427.0,3200.0,3000.0,3725.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2019,231.0,3.49,73.75,80.9,66.2,3246.0,3200.0,3338.0,3400.0,3000.0,3600.0,Nanyang Technological University,0,1
NTU,College of Science,Chemistry and Biological Chemistry,2020,201.0,3.63,73.75,91.9,45.6,3230.0,3200.0,3345.0,3245.0,3000.0,3635.0,Nanyang Technological University,0,1
